id,price
1904,201.0
1905,231.0
1918,448.0
1919,197.0
1925,426.0
1934,12.0
1935,143.0
1939,122.0
1947,150.0
1949,236.0
1951,245.0
1960,80.0
1962,117.0
1968,85.0
1974,83.0
1975,209.0
1979,301.0
1981,184.0
1989,140.0
1990,116.0
1992,130.0
1995,164.0
2000,40.0
2002,188.0
2003,104.0
2008,321.0
2010,389.0
2014,211.0
2028,85.0
2035,71.0
2065,183.0
2079,193.0
2085,237.0
2086,83.0
2097,238.0
2098,362.0
2099,237.0
2104,259.0
2122,63.0
2127,168.0
2130,287.0
2134,224.0
2136,62.0
2137,268.0
2138,148.0
2144,33.0
2146,122.0
2152,276.0
2154,326.0
2161,135.0
2172,358.0
2176,65.0
2186,77.0
2188,298.0
2207,270.0
2217,374.0
2232,251.0
2241,235.0
2244,243.0
2250,249.0
2262,293.0
2266,371.0
2279,321.0
2280,206.0
2285,169.0
2289,148.0
2290,232.0
2299,223.0
2309,102.0
2310,288.0
2311,301.0
2312,225.0
2314,118.0
2316,235.0
2328,53.0
2333,130.0
2335,264.0
2352,139.0
2353,281.0
2358,283.0
2361,33.0
2370,193.0
2374,237.0
2382,303.0
2383,43.0
2388,251.0
2389,338.0
2394,173.0
2398,360.0
2399,129.0
2401,313.0
2402,289.0
2408,91.0
2415,238.0
2418,303.0
2426,148.0
2427,113.0
2437,144.0
2438,186.0
2439,200.0
2444,179.0
2455,199.0
2458,299.0
2462,72.0
2463,165.0
2467,242.0
2468,154.0
2469,83.0
2473,70.0
2483,90.0
2493,209.0
2494,193.0
2522,133.0
2529,110.0
2536,157.0
2538,114.0
2540,127.0
2553,346.0
2560,114.0
2583,104.0
2584,328.0
2595,134.0
2611,240.0
2613,107.0
2614,244.0
2617,33.0
2622,202.0
2626,52.0
2630,92.0
2634,335.0
2636,131.0
2639,112.0
2648,176.0
2651,210.0
2654,133.0
2657,258.0
2658,217.0
2664,253.0
2667,74.0
2670,166.0
2676,93.0
2680,97.0
2682,304.0
2683,238.0
2688,203.0
2692,109.0
2704,271.0
2719,147.0
2720,160.0
2721,232.0
2727,321.0
2731,116.0
2754,239.0
2755,299.0
2757,53.0
2771,205.0
2773,130.0
2776,206.0
2780,220.0
2786,98.0
2789,115.0
2801,149.0
2810,285.0
2817,297.0
2818,265.0
2823,55.0
2829,165.0
2830,296.0
2832,96.0
2833,312.0
2834,251.0
2837,146.0
2838,279.0
2839,44.0
2845,148.0
2854,288.0
2857,192.0
2860,272.0
2861,48.0
2866,325.0
2872,288.0
2875,146.0
2879,135.0
2883,159.0
2896,267.0
2899,202.0
2901,195.0
2908,203.0
2909,144.0
2915,294.0
2919,100.0
2925,73.0
2933,191.0
2944,228.0
2949,190.0
2950,214.0
2951,127.0
2959,348.0
2961,199.0
2963,50.0
2976,233.0
2986,159.0
2987,152.0
2992,195.0
2997,216.0
3010,62.0
3022,269.0
3052,-4.0
3053,127.0
3062,41.0
3066,144.0
3081,134.0
3087,487.0
3099,152.0
3117,208.0
3124,204.0
3127,325.0
3136,191.0
3138,242.0
3151,100.0
3160,423.0
3170,86.0
3176,240.0
3178,192.0
3179,144.0
3181,403.0
3184,135.0
3187,139.0
3189,383.0
3191,129.0
3205,82.0
3217,98.0
3221,42.0
3226,240.0
3230,93.0
3233,286.0
3234,227.0
3235,113.0
3243,146.0
3247,283.0
3249,26.0
3264,222.0
3265,159.0
3268,444.0
3271,249.0
3276,265.0
3282,76.0
3286,127.0
3289,80.0
3294,172.0
3309,111.0
3315,110.0
3329,48.0
3336,60.0
3346,35.0
3348,159.0
3355,90.0
3357,228.0
3359,134.0
3360,63.0
3372,189.0
3374,155.0
3377,168.0
3383,3.0
3386,188.0
3387,181.0
3389,134.0
3390,194.0
3391,191.0
3392,74.0
3424,166.0
3433,429.0
3435,78.0
3438,70.0
3439,348.0
3440,99.0
3444,281.0
3446,214.0
3453,148.0
3455,275.0
3460,76.0
3462,211.0
3464,96.0
3470,186.0
3471,34.0
3480,83.0
3481,163.0
3495,237.0
3497,249.0
3499,241.0
3503,310.0
3506,317.0
3508,188.0
3522,158.0
3523,379.0
3525,71.0
3534,36.0
3535,25.0
3537,43.0
3538,93.0
3540,189.0
3541,182.0
3543,346.0
3547,-11.0
3552,187.0
3555,136.0
3559,296.0
3572,233.0
3576,61.0
3585,91.0
3594,184.0
3595,190.0
3602,69.0
3605,260.0
3611,81.0
3614,224.0
3618,127.0
3622,93.0
3630,223.0
3632,215.0
3635,97.0
3637,279.0
3641,246.0
3648,231.0
3649,69.0
3665,303.0
3667,67.0
3668,202.0
3674,192.0
3675,35.0
3689,280.0
3695,148.0
3729,268.0
3733,236.0
3736,154.0
3737,31.0
3738,180.0
3740,152.0
3743,129.0
3748,244.0
3751,56.0
3756,157.0
3758,278.0
3759,81.0
3761,160.0
3774,232.0
3775,181.0
3779,177.0
3784,164.0
3788,256.0
3790,235.0
3791,155.0
3792,61.0
3797,338.0
3805,247.0
3811,440.0
3812,274.0
3813,228.0
3824,285.0
3826,280.0
3838,177.0
3839,107.0
3844,93.0
3847,78.0
3849,508.0
3850,129.0
3856,196.0
3857,196.0
3865,159.0
3866,215.0
3876,297.0
3879,67.0
3881,293.0
3882,76.0
3884,257.0
3887,197.0
3889,148.0
3896,138.0
3902,95.0
3905,157.0
3906,125.0
3911,247.0
3923,233.0
3926,82.0
3944,115.0
3948,246.0
3951,180.0
3954,342.0
3961,169.0
3964,201.0
3973,33.0
3987,2.0
3995,82.0
4002,140.0
4005,94.0
4010,372.0
4012,87.0
4013,112.0
4014,271.0
4018,179.0
4022,83.0
4042,306.0
4053,188.0
4068,276.0
4071,116.0
4096,247.0
4101,161.0
4110,246.0
4114,191.0
4120,315.0
4125,257.0
4128,45.0
4130,164.0
4134,38.0
4139,89.0
4141,119.0
4145,197.0
4152,97.0
4156,122.0
4165,191.0
4177,273.0
4178,105.0
4181,72.0
4183,100.0
4184,76.0
4194,192.0
4201,219.0
4206,180.0
4207,49.0
4214,95.0
4216,112.0
4220,216.0
4225,256.0
4231,271.0
4232,227.0
4234,30.0
4236,135.0
4251,212.0
4264,175.0
4282,441.0
4290,245.0
4292,83.0
4298,123.0
4301,266.0
4304,128.0
4305,43.0
4318,238.0
4331,154.0
4338,127.0
4341,111.0
4343,106.0
4345,71.0
4348,293.0
4352,330.0
4359,237.0
4367,-151.0
4369,89.0
4376,290.0
4383,175.0
4386,118.0
4389,45.0
4406,286.0
4408,81.0
4411,84.0
4412,45.0
4420,100.0
4445,228.0
4461,179.0
4471,89.0
4473,246.0
4499,210.0
4506,76.0
4513,42.0
4516,212.0
4519,57.0
4521,116.0
4529,106.0
4538,33.0
4546,55.0
4560,171.0
4562,170.0
4568,93.0
4569,151.0
4581,351.0
4589,126.0
4599,178.0
4600,122.0
4609,238.0
4612,116.0
4614,94.0
4617,129.0
4618,101.0
4634,202.0
4636,197.0
4643,208.0
4651,217.0
4655,139.0
4656,152.0
4659,80.0
4662,143.0
4669,146.0
4670,141.0
4683,60.0
4685,209.0
4692,19.0
4694,220.0
4713,206.0
4721,50.0
4726,114.0
4730,114.0
4733,202.0
4734,331.0
4737,-150.0
4739,126.0
4741,39.0
4743,112.0
4747,187.0
4753,194.0
4757,197.0
4758,234.0
4769,135.0
4771,220.0
4780,81.0
4783,21.0
4790,110.0
4792,355.0
4793,47.0
4798,120.0
4799,102.0
4804,82.0
4807,240.0
4813,91.0
4819,47.0
4826,147.0
4827,147.0
4828,266.0
4831,74.0
4864,91.0
4865,250.0
4866,220.0
4868,200.0
4869,189.0
4870,154.0
4874,322.0
4884,-7.0
4887,46.0
4892,272.0
4897,146.0
4898,353.0
4900,212.0
4915,102.0
4918,66.0
4919,93.0
4927,54.0
4931,98.0
4932,159.0
4937,262.0
4939,87.0
4940,219.0
4957,142.0
4959,254.0
4965,58.0
4966,50.0
4971,122.0
4980,100.0
4984,448.0
4988,185.0
5002,321.0
5003,95.0
5006,92.0
5008,202.0
5020,151.0
5032,19.0
5036,40.0
5039,43.0
5040,64.0
5043,117.0
5045,235.0
5049,280.0
5054,234.0
5055,133.0
5056,220.0
5071,147.0
5077,141.0
5079,152.0
5081,119.0
5085,201.0
5086,76.0
5087,358.0
5088,97.0
5104,227.0
5116,168.0
5122,152.0
5124,394.0
5128,178.0
5129,254.0
5130,109.0
5133,375.0
5134,275.0
5137,197.0
5157,164.0
5158,133.0
5162,162.0
5168,290.0
5173,95.0
5176,96.0
5179,187.0
5192,79.0
5202,133.0
5204,116.0
5206,67.0
5209,160.0
5218,91.0
5223,32.0
5224,184.0
5228,71.0
5233,79.0
5236,351.0
5241,-62.0
5251,14.0
5252,151.0
5254,130.0
5271,210.0
5274,325.0
5279,177.0
5285,230.0
5286,171.0
5292,81.0
5297,117.0
5298,164.0
5301,302.0
5306,50.0
5308,202.0
5313,176.0
5315,128.0
5316,50.0
5329,91.0
5346,87.0
5350,160.0
5354,144.0
5356,263.0
5357,249.0
5361,103.0
5362,-44.0
5373,202.0
5386,72.0
5397,353.0
5409,103.0
5412,188.0
5417,668.0
5422,213.0
5431,104.0
5441,110.0
5442,165.0
5444,217.0
5452,179.0
5457,200.0
5458,468.0
5459,80.0
5464,132.0
5467,39.0
5473,194.0
5475,174.0
5476,78.0
5489,68.0
5491,530.0
5493,205.0
5495,105.0
5503,228.0
5508,185.0
5513,79.0
5514,211.0
5526,155.0
5527,80.0
5540,228.0
5542,176.0
5543,39.0
5549,220.0
5556,265.0
5558,102.0
5561,100.0
5565,78.0
5567,149.0
5570,113.0
5574,36.0
5582,232.0
5583,210.0
5585,25.0
5586,254.0
5587,131.0
5588,141.0
5592,75.0
5601,140.0
5610,160.0
5611,127.0
5612,112.0
5615,251.0
5618,270.0
5641,103.0
5646,11.0
5650,131.0
5651,150.0
5655,119.0
5659,80.0
5667,129.0
5675,75.0
5680,212.0
5683,125.0
5684,202.0
5689,151.0
5690,156.0
5692,22.0
5696,145.0
5698,113.0
5718,277.0
5733,352.0
5741,76.0
5748,148.0
5749,147.0
5758,69.0
5768,77.0
5770,184.0
5773,324.0
5774,235.0
5782,191.0
5787,364.0
5794,72.0
5798,169.0
5801,232.0
5803,108.0
5808,239.0
5811,136.0
5815,61.0
5819,43.0
5826,205.0
5836,81.0
5838,196.0
5839,142.0
5855,95.0
5858,75.0
5859,222.0
5861,75.0
5868,45.0
5869,403.0
5872,269.0
5873,75.0
5884,100.0
5887,196.0
5888,176.0
5891,109.0
5892,229.0
5929,63.0
5930,6.0
5934,119.0
5935,251.0
5946,195.0
5949,259.0
5961,92.0
5965,64.0
5966,404.0
5977,75.0
5986,90.0
5987,136.0
5990,137.0
5991,42.0
5995,83.0
5996,249.0
6006,220.0
6011,67.0
6017,59.0
6032,256.0
6033,88.0
6037,207.0
6043,122.0
6046,156.0
6049,300.0
6052,100.0
6062,244.0
6070,207.0
6072,137.0
6080,127.0
6081,133.0
6089,89.0
6091,154.0
6092,200.0
6102,283.0
6104,190.0
6109,52.0
6118,140.0
6119,67.0
6133,199.0
6139,135.0
6140,229.0
6144,194.0
6147,118.0
6150,208.0
6153,411.0
6154,48.0
6160,109.0
6162,238.0
6165,114.0
6166,285.0
6174,226.0
6182,141.0
6183,67.0
6200,60.0
6206,250.0
6217,238.0
6228,207.0
6231,93.0
6247,201.0
6248,138.0
6254,50.0
6256,178.0
6257,194.0
6259,65.0
6261,333.0
6280,123.0
6281,138.0
6288,-14.0
6289,207.0
6296,157.0
6303,250.0
6309,212.0
6310,103.0
6317,204.0
6320,91.0
6327,32.0
6333,119.0
6336,208.0
6337,47.0
6338,227.0
6345,259.0
6352,147.0
6353,165.0
6360,151.0
6366,136.0
6371,126.0
6378,98.0
6380,87.0
6391,63.0
6400,164.0
6403,60.0
6408,66.0
6421,173.0
6424,211.0
6434,265.0
6436,176.0
6438,192.0
6439,208.0
6440,237.0
6452,95.0
6457,123.0
6464,160.0
6470,130.0
6473,614.0
6476,261.0
6478,310.0
6481,280.0
6483,182.0
6490,210.0
6506,158.0
6509,259.0
6512,300.0
6522,160.0
6524,250.0
6526,168.0
6529,47.0
6531,241.0
6532,199.0
6536,200.0
6537,79.0
6546,306.0
6549,76.0
6550,244.0
6563,135.0
6565,90.0
6570,54.0
6571,70.0
6585,147.0
6587,117.0
6588,362.0
6592,9.0
6595,191.0
6596,140.0
6600,308.0
6602,136.0
6603,202.0
6605,386.0
6609,304.0
6617,159.0
6618,306.0
6619,263.0
6620,345.0
6625,185.0
6630,61.0
6634,226.0
6637,114.0
6649,125.0
6657,174.0
6660,210.0
6661,208.0
6662,248.0
6666,170.0
6674,239.0
6679,35.0
6684,115.0
6691,147.0
6698,167.0
6700,101.0
6702,190.0
6711,89.0
6713,29.0
6739,43.0
6745,299.0
6748,137.0
6752,143.0
6757,98.0
6765,54.0
6767,153.0
6768,86.0
6787,160.0
6795,32.0
6798,416.0
6802,171.0
6815,151.0
6817,45.0
6820,75.0
6845,118.0
6852,212.0
6853,91.0
6859,30.0
6861,107.0
6865,86.0
6878,105.0
6879,83.0
6880,83.0
6882,205.0
6892,66.0
6893,65.0
6896,254.0
6897,134.0
6898,128.0
6908,451.0
6911,89.0
6916,422.0
6921,250.0
6925,144.0
6932,-251.0
6936,388.0
6944,78.0
6951,85.0
6956,51.0
6961,148.0
6966,12.0
6968,67.0
6973,114.0
6978,208.0
6984,105.0
7022,65.0
7044,330.0
7052,85.0
7059,253.0
7062,176.0
7066,320.0
7079,149.0
7080,205.0
7096,132.0
7097,271.0
7106,218.0
7107,50.0
7109,56.0
7111,216.0
7112,164.0
7113,147.0
7118,200.0
7121,86.0
7125,169.0
7134,208.0
7139,235.0
7146,71.0
7158,251.0
7163,245.0
7164,88.0
7166,322.0
7168,110.0
7170,267.0
7174,313.0
7176,40.0
7178,226.0
7182,342.0
7185,121.0
7190,235.0
7200,90.0
7209,153.0
7213,65.0
7222,292.0
7227,281.0
7229,76.0
7230,185.0
7254,167.0
7257,126.0
7258,154.0
7261,131.0
7265,176.0
7272,105.0
7274,111.0
7278,87.0
7288,194.0
7290,191.0
7308,176.0
7333,362.0
7338,397.0
7347,238.0
7352,164.0
7358,66.0
7360,86.0
7362,433.0
7370,217.0
7375,236.0
7380,142.0
7386,100.0
7391,175.0
7392,9.0
7398,182.0
7407,255.0
7417,102.0
7421,132.0
7422,45.0
7427,77.0
7428,138.0
7430,169.0
7432,84.0
7435,201.0
7444,108.0
7455,161.0
7459,293.0
7460,252.0
7462,-39.0
7468,266.0
7474,98.0
7479,108.0
7483,221.0
7486,69.0
7502,18.0
7503,216.0
7504,259.0
7508,60.0
7510,149.0
7514,116.0
7516,51.0
7517,26.0
7521,177.0
7527,52.0
7537,304.0
7545,260.0
7546,207.0
7549,118.0
7553,232.0
7562,167.0
7567,106.0
7568,312.0
7577,62.0
7585,265.0
7593,28.0
7602,178.0
7605,403.0
7608,33.0
7632,143.0
7637,228.0
7640,132.0
7644,219.0
7645,52.0
7657,94.0
7679,257.0
7680,95.0
7682,204.0
7691,380.0
7692,460.0
7706,152.0
7708,190.0
7713,137.0
7718,50.0
7723,100.0
7728,284.0
7730,239.0
7735,313.0
7743,129.0
7746,182.0
7748,109.0
7749,141.0
7751,181.0
7753,16.0
7756,136.0
7762,192.0
7764,113.0
7765,159.0
7771,78.0
7777,207.0
7787,138.0
7788,161.0
7795,297.0
7800,256.0
7801,206.0
7818,125.0
7827,21.0
7836,99.0
7846,236.0
7849,83.0
7850,53.0
7855,137.0
7875,206.0
7884,317.0
7889,81.0
7890,240.0
7894,71.0
7901,118.0
7906,327.0
7929,123.0
7930,165.0
7933,-0.0
7939,43.0
7940,198.0
7941,55.0
7951,209.0
7953,119.0
7960,35.0
7961,66.0
7962,205.0
7963,163.0
7964,109.0
7966,118.0
7967,142.0
7974,84.0
7979,-25.0
7984,116.0
7987,214.0
7988,122.0
7991,226.0
7995,77.0
8002,161.0
8005,234.0
8027,178.0
8030,92.0
8041,98.0
8048,111.0
8066,267.0
8096,160.0
8098,133.0
8099,199.0
8124,160.0
8140,407.0
8141,225.0
8143,225.0
8144,492.0
8145,144.0
8166,313.0
8169,197.0
8170,95.0
8174,134.0
8178,292.0
8179,57.0
8186,278.0
8188,326.0
8190,260.0
8192,48.0
8194,54.0
8217,89.0
8223,66.0
8226,179.0
8248,247.0
8254,286.0
8256,290.0
8262,31.0
8263,164.0
8264,83.0
8271,357.0
8280,159.0
8291,294.0
8301,279.0
8303,55.0
8307,-728.0
8309,87.0
8317,183.0
8323,269.0
8344,316.0
8345,120.0
8347,82.0
8355,272.0
8367,86.0
8375,245.0
8376,310.0
8381,212.0
8396,178.0
8398,123.0
8399,174.0
8400,138.0
8401,72.0
8408,88.0
8410,160.0
8412,73.0
8427,60.0
8431,265.0
8439,195.0
8441,129.0
8443,49.0
8447,167.0
8448,182.0
8469,109.0
8472,129.0
8475,113.0
8477,57.0
8485,139.0
8487,92.0
8503,192.0
8507,142.0
8508,66.0
8511,90.0
8512,314.0
8518,206.0
8523,378.0
8525,118.0
8534,119.0
8536,127.0
8541,216.0
8542,206.0
8549,109.0
8553,135.0
8555,145.0
8559,65.0
8560,69.0
8561,98.0
8578,278.0
8579,49.0
8581,146.0
8587,130.0
8595,131.0
8608,57.0
8615,154.0
8619,274.0
8632,63.0
8633,303.0
8646,182.0
8655,145.0
8663,72.0
8665,165.0
8667,153.0
8668,88.0
8671,27.0
8673,334.0
8678,193.0
8693,175.0
8703,194.0
8708,55.0
8711,100.0
8713,125.0
8714,189.0
8716,164.0
8728,98.0
8731,76.0
8744,177.0
8746,180.0
8749,208.0
8750,45.0
8751,66.0
8752,36.0
8754,138.0
8756,96.0
8761,221.0
8769,425.0
8774,273.0
8779,85.0
8780,481.0
8786,194.0
8788,191.0
8793,74.0
8796,305.0
8798,102.0
8808,184.0
8809,341.0
8827,91.0
8829,150.0
8835,106.0
8840,97.0
8850,188.0
8860,275.0
8864,351.0
8865,223.0
8872,47.0
8879,130.0
8880,162.0
8882,255.0
8883,202.0
8885,245.0
8895,119.0
8898,217.0
8902,259.0
8905,206.0
8913,412.0
8920,272.0
8939,368.0
8940,211.0
8942,162.0
8955,44.0
8961,104.0
8963,122.0
8966,197.0
8972,133.0
8976,201.0
8986,306.0
8998,196.0
9001,200.0
9003,170.0
9004,116.0
9006,187.0
9009,40.0
9018,209.0
9022,157.0
9025,152.0
9028,182.0
9033,129.0
9036,62.0
9040,153.0
9045,125.0
9051,51.0
9056,138.0
9057,141.0
9059,212.0
9061,159.0
9066,76.0
9068,290.0
9071,274.0
9074,90.0
9078,111.0
9085,225.0
9114,274.0
9118,63.0
9134,71.0
9141,364.0
9143,214.0
9144,176.0
9148,73.0
9150,131.0
9152,266.0
9165,175.0
9174,45.0
9187,109.0
9188,103.0
9190,125.0
9201,74.0
9204,101.0
9205,128.0
9209,234.0
9210,81.0
9213,129.0
9217,150.0
9223,109.0
9233,196.0
9238,184.0
9240,167.0
9247,68.0
9249,195.0
9253,136.0
9254,242.0
9258,72.0
9259,151.0
9262,250.0
9263,171.0
9270,288.0
9277,62.0
9290,272.0
9296,105.0
9297,71.0
9298,137.0
9304,80.0
9308,191.0
9310,86.0
9312,229.0
9319,62.0
9320,73.0
9321,127.0
9329,196.0
9333,125.0
9341,227.0
9348,109.0
9357,-110.0
9388,61.0
9395,140.0
9399,180.0
9401,62.0
9402,84.0
9405,81.0
9406,232.0
9414,324.0
9415,13.0
9426,272.0
9429,79.0
9432,26.0
9436,405.0
9450,235.0
9455,46.0
9456,14.0
9459,312.0
9471,212.0
9472,174.0
9476,165.0
9477,56.0
9478,84.0
9479,59.0
9488,350.0
9493,178.0
9495,326.0
9499,125.0
9509,218.0
9511,399.0
9513,181.0
9519,197.0
9524,596.0
9527,78.0
9529,212.0
9531,225.0
9533,235.0
9537,116.0
9551,45.0
9554,168.0
9563,95.0
9574,216.0
9578,259.0
9584,102.0
9588,101.0
9589,185.0
9590,63.0
9593,116.0
9626,145.0
9630,306.0
9637,216.0
9644,105.0
9645,171.0
9649,95.0
9659,118.0
9660,333.0
9663,31.0
9664,99.0
9666,143.0
9668,196.0
9674,146.0
9675,162.0
9676,210.0
9691,266.0
9692,169.0
9696,32.0
9699,33.0
9702,81.0
9706,129.0
9721,140.0
9723,264.0
9725,180.0
9727,281.0
9730,151.0
9743,375.0
9744,177.0
9746,159.0
9755,84.0
9762,136.0
9767,319.0
9774,264.0
9783,117.0
9787,129.0
9793,182.0
9799,412.0
9800,238.0
9804,165.0
9807,185.0
9808,192.0
9817,210.0
9818,266.0
9819,50.0
9824,303.0
9825,89.0
9827,241.0
9829,158.0
9841,83.0
9853,321.0
9857,191.0
9862,88.0
9872,97.0
9879,60.0
9881,-52.0
9884,84.0
9888,46.0
9895,100.0
9897,73.0
9898,252.0
9900,186.0
9913,91.0
9914,353.0
9915,107.0
9933,192.0
9936,177.0
9942,106.0
9949,259.0
9952,32.0
9958,65.0
9967,187.0
9973,295.0
9974,349.0
9975,315.0
9980,67.0
9982,149.0
9984,165.0
9986,116.0
9990,206.0
9992,62.0
9999,134.0
10004,114.0
10014,143.0
10015,65.0
10016,131.0
10017,120.0
10023,68.0
10026,159.0
10027,201.0
10031,259.0
10041,301.0
10043,70.0
10047,267.0
10048,124.0
10049,96.0
10052,145.0
10055,159.0
10056,353.0
10061,228.0
10064,89.0
10065,68.0
10073,61.0
10077,120.0
10081,248.0
10083,303.0
10090,172.0
10100,139.0
10105,206.0
10136,100.0
10138,24.0
10153,73.0
10157,244.0
10160,82.0
10163,182.0
10176,360.0
10177,384.0
10182,247.0
10190,266.0
10192,66.0
10197,207.0
10203,243.0
10207,209.0
10221,180.0
10231,318.0
10233,70.0
10237,105.0
10248,142.0
10250,256.0
10260,209.0
10261,105.0
10264,202.0
10274,38.0
10282,70.0
10290,228.0
10301,336.0
10314,71.0
10321,85.0
10325,198.0
10330,98.0
10340,151.0
10350,-7.0
10356,189.0
10357,212.0
10359,165.0
10366,80.0
10371,77.0
10378,97.0
10379,245.0
10381,237.0
10383,57.0
10396,140.0
10402,126.0
10403,210.0
10417,157.0
10421,101.0
10436,159.0
10437,94.0
10441,71.0
10445,198.0
10472,385.0
10473,358.0
10496,489.0
10517,211.0
10522,117.0
10528,58.0
10530,211.0
10533,253.0
10540,56.0
10552,167.0
10553,91.0
10560,105.0
10561,117.0
10565,197.0
10574,75.0
10595,94.0
10600,62.0
10602,116.0
10606,119.0
10607,176.0
10618,254.0
10623,185.0
10624,185.0
10633,205.0
10637,380.0
10639,76.0
10654,57.0
10658,211.0
10661,167.0
10664,305.0
10671,17.0
10673,273.0
10674,166.0
10680,247.0
10681,101.0
10693,116.0
10698,91.0
10708,178.0
10709,53.0
10723,195.0
10727,183.0
10733,-334.0
10740,74.0
10759,306.0
10772,109.0
10776,90.0
10781,211.0
10784,164.0
10788,164.0
10794,196.0
10800,215.0
10805,177.0
10820,336.0
10821,172.0
10823,45.0
10828,169.0
10832,289.0
10833,369.0
10836,479.0
10843,127.0
10844,147.0
10848,325.0
10850,50.0
10865,80.0
10866,127.0
10874,205.0
10886,203.0
10897,455.0
10902,229.0
10912,-109.0
10914,266.0
10916,71.0
10934,75.0
10939,100.0
10942,284.0
10943,102.0
10948,233.0
10953,53.0
10957,193.0
10958,319.0
10959,389.0
10968,253.0
10986,263.0
10989,185.0
10992,293.0
10994,228.0
11007,93.0
11013,365.0
11034,86.0
11041,237.0
11045,121.0
11049,282.0
11063,584.0
11065,158.0
11066,78.0
11073,176.0
11075,296.0
11094,101.0
11099,49.0
11102,155.0
11103,73.0
11104,70.0
11111,202.0
11116,88.0
11119,175.0
11120,165.0
11121,164.0
11123,338.0
11130,345.0
11133,180.0
11137,383.0
